track_name,emotion,album,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
The Humma Song,neutral,OK Jaanu (Original Motion Picture Soundtrack),7heMX7gyHP0mhTlNgd7Lxd,0.721,0.65,0,-6.95,0,0.136,0.000137,0.34,0.391,130.491,179658,5
"Psycho Saiyaan (From ""Saaho"")",neutral,"Psycho Saiyaan (From ""Saaho"")",3ZjMdVOWxQ53FKrmkgCv95,0.785,0.722,10,-2.604,0,0.158,4.24E-06,0.452,0.848,189.857,166461,4
Drama Queen,neutral,Hasee Toh Phasee (Original Motion Picture Soundtrack),7xxxQG1BupSnOBo4qId9kl,0.705,0.913,7,-6.709,1,0.0788,0,0.329,0.955,145.948,198747,4
Jigar Da Tukda,neutral,Ladies Vs Ricky Bahl,73s6UhNKUFlAxB0Rd0J66W,0.742,0.943,4,-3.726,0,0.0421,0.000374,0.0188,0.881,130.02,254511,4
First Class,neutral,Kalank,7s0qlp1ibUxVXLsOM0YWia,0.534,0.959,1,-3.67,0,0.361,0,0.354,0.751,187.576,276960,3
Laila Main Laila,neutral,Raees,6HQbaD0RomfUPO4KK866oI,0.623,0.924,4,-4.481,0,0.142,2.73E-06,0.557,0.506,135.968,306582,4
"Ankhiyon Se Goli Mare Returns (From ""Pati Patni Aur Woh"")",neutral,"Ankhiyon Se Goli Mare Returns (From ""Pati Patni Aur Woh"")",05RjRBgVRLQ9hx5go5AQVQ,0.751,0.975,2,-3.024,1,0.0941,2.20E-06,0.204,0.818,104.018,219491,4
Dil Dhadakne Do,neutral,Dil Dhadakne Do,3MzNYNwL7I4dhG4sa1VkK1,0.683,0.881,10,-3.943,0,0.0858,0,0.114,0.792,159.942,228375,4
Gal Mitthi Mitthi,neutral,Aisha (Original Motion Picture Soundtrack),4J9n7thOdqi8gxRGNyQoVC,0.906,0.699,0,-5.526,1,0.0462,0.0165,0.178,0.938,129.946,255907,4
"Lagdi Lahore Di (From ""Street Dancer 3D"")",neutral,"Lagdi Lahore Di (From ""Street Dancer 3D"")",5I2wbDvSI98HLVB42YO9sU,0.786,0.797,6,-4.063,1,0.0414,0,0.0861,0.453,95.014,215368,4
"Tere Naal Nachna (From ""Nawabzaade"")",neutral,"Tere Naal Nachna (From ""Nawabzaade"")",5DIt4eq2D6CZjX1s5jwrnP,0.912,0.677,0,-4.212,1,0.0713,0,0.0939,0.94,115.061,166615,4
The Jawaani Song,neutral,The Jawaani Song (Student of the Year 2),5beP0jhGEjYjd485eBczvZ,0.715,0.799,7,-4.897,1,0.0794,0,0.0651,0.851,145.021,253000,4
"BurjKhalifa (From ""Laxmii"")",neutral,"BurjKhalifa (From ""Laxmii"")",3ZVKI8jix6PjEFx2xFBFhz,0.759,0.899,10,-3.566,0,0.186,0,0.104,0.589,106.968,187570,4
Sawan Mein Lag Gayi Aag,neutral,Ginny Weds Sunny (Original Motion Picture Soundtrack),6oloWgrErtc8dG2WiV55gn,0.792,0.813,0,-3.687,1,0.0513,2.29E-05,0.0541,0.868,130.058,226615,4
"Lat Lag Gayee (From ""Race 2"")",neutral,Race 2 (Original Motion Picture Soundtrack),6zas5AyeeXy2MwaG8Wtoxa,0.79,0.892,10,-4.038,0,0.0404,1.24E-06,0.206,0.896,131.994,280369,4
Chand Sifarish,neutral,Fanaa,5EYZZvmNAH5VZCwuzYJqoA,0.829,0.665,2,-8.128,1,0.0868,1.75E-05,0.123,0.861,122.043,275931,4
Kiya Kiya,neutral,Welcome,0YCPCY9WhQFMFtoSpj6dhL,0.703,0.867,11,-6.721,1,0.0334,2.55E-06,0.0675,0.904,120.013,302211,4
Uff Teri Adaa,neutral,Karthik Calling Karthik,0og9wKFGgFFNQnrBe7eisG,0.647,0.792,2,-9.815,1,0.0373,5.82E-05,0.054,0.306,132.032,304089,4
Chak De India,neutral,Chak De India,6D3vmtskO4RbZP3bBIDY3X,0.755,0.894,4,-8.544,0,0.0993,1.55E-05,0.141,0.799,104.985,283951,4
Zara Sa,neutral,Jannat (Original Motion Picture Soundtrack),18YHbIhrleUkKKj2DvEp79,0.468,0.91,11,-3.057,0,0.051,0.000304,0.271,0.694,163.842,303680,4
Bol Na Halke Halke,neutral,Jhoom Barabar Jhoom,0u8wprNfOdcWpUlWnfMcpP,0.637,0.573,11,-6.69,0,0.0491,3.46E-06,0.0617,0.704,90.017,306834,4
Ye Ishq Hai,neutral,Jab We Met,4BiPsAV070dg3eLSVf727A,0.823,0.638,5,-7.126,0,0.159,2.09E-06,0.255,0.882,118.045,280974,4
Falak Tak,neutral,Tashan,0IudGhdeJZwJ0Ps6ndtQDt,0.718,0.697,2,-6.474,0,0.135,1.53E-05,0.0563,0.62,143.907,356180,4
"Mar Jayian Romantic (From ""Vicky Donor"")",neutral,Vicky Donor,1USjF5fmbVCHngHrcoWdfK,0.632,0.721,0,-7.616,0,0.0345,1.02E-05,0.102,0.808,145.938,288960,4
Where's the Party Tonight,neutral,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),6ECucSdJeJmSm3k1k3Vumv,0.764,0.863,2,-5.414,0,0.0416,0,0.27,0.92,132.021,378160,4
Afghan Jalebi (Film Version),neutral,Phantom (Original Motion Picture Soundtrack),3UHZac2vueKyCYx3hLCNtn,0.614,0.892,0,-3.205,1,0.488,0,0.0716,0.97,117.995,224550,4
Hey Ya !,neutral,Karthik Calling Karthik,1qTh7hzjd361hjuzeaMFWK,0.799,0.588,7,-9.136,0,0.0302,2.68E-05,0.0788,0.789,115.087,254990,4
Bin Tere,neutral,I Hate Luv Storys (Original Motion Picture Soundtrack),3bZPdEskcnMdepwCaDSJRl,0.585,0.698,9,-6.261,1,0.0392,3.59E-06,0.363,0.621,139.831,330360,4
Main Dhoondne Ko Zamaane Mein,neutral,Heartless,75p6BrziB5urmwPCeXl3y7,0.329,0.45,2,-6.312,0,0.0405,0,0.13,0.284,80.095,262987,4
Main Agar Kahoon,neutral,Om Shanti Om,0iXLwnLmLwn9y54JtBTNxY,0.533,0.436,5,-7.521,0,0.0276,3.17E-06,0.46,0.371,146.868,308158,3
Yeh Haseen Vadiyan Yeh Khula Aasman,neutral,Roja (Original Motion Picture Soundtrack),6NmGIj2leVHRKkHEGyechJ,0.64,0.295,5,-16.357,1,0.0397,2.05E-06,0.0804,0.107,121.903,320013,4
Khuda Jaane,neutral,Bachna Ae Haseeno,0gPgdRfB4jdGrlyXS0Vx78,0.382,0.632,8,-6.393,1,0.0411,0.000486,0.0922,0.716,78.936,333584,4
Ilahi,neutral,Yeh Jawaani Hai Deewani,5cgKosPPj5Cs9a2JQufUc1,0.593,0.967,9,-5.767,1,0.0907,2.54E-05,0.105,0.452,131.988,228982,4
Tu Meri,neutral,Bang Bang (Original Motion Picture Soundtrack),39TJkE0AEkfWii8VB3JqSV,0.679,0.688,8,-5.522,1,0.0293,0,0.704,0.424,127.951,257089,4
Ambarsariya,neutral,Fukrey,4qRcjFkFqSpLBzcbLDt7HL,0.649,0.458,4,-7.632,0,0.0446,0,0.113,0.748,180.071,248182,4
Balam Pichkari,neutral,Yeh Jawaani Hai Deewani,18e3XXYCv4Tx8uUl1mP3CN,0.732,0.944,0,-4.115,1,0.09,0,0.401,0.957,120.02,288903,4
Party All Night,neutral,Boss,0fGImK9uWSruIRhKGyjUC0,0.854,0.738,6,-5.388,0,0.231,0,0.298,0.804,129.989,282793,4
Patakha Guddi,neutral,Highway,7jpmNt5iCtSdXuT1xEGp8O,0.814,0.791,11,-5.057,1,0.0934,0,0.124,0.902,130.941,285186,4
Tum Tak,neutral,Tum Tak,1rKxy2mMxzRfj7xLUhGPga,0.704,0.626,2,-9.309,1,0.0556,0,0.0739,0.514,114.997,305760,4
"Piyu Bole (From ""Parineeta"")",neutral,Aapke Pyaar Mein (Love Songs),4ODYKRlvf1a346wm6fPAh4,0.667,0.341,1,-11.183,1,0.0254,0,0.119,0.6,97.5,267840,3
Soniyo,neutral,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),4J5OpeZUR2msDPfMsIeGSU,0.637,0.591,9,-6.117,1,0.0342,3.29E-06,0.135,0.48,119.956,328440,4
Banke Tera Jogi,neutral,Phir Bhi Dil Hai Hindustani (Original Motion Picture Soundtrack),4a3AzCVuHiiXN6PmxpNegB,0.765,0.831,1,-6.792,1,0.109,0,0.0649,0.837,99.146,283760,4
You Are My Soniya,neutral,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),6SDH3mp9sQCNJDfDDpQTTo,0.853,0.785,8,-6.08,1,0.0619,0,0.0589,0.786,106.046,343613,4
Shukran Allah,neutral,Kurbaan (Original Motion Picture Soundtrack),3nKEiJUeaWn8q2O9I1xwlB,0.432,0.695,1,-8.022,1,0.111,0.0014,0.274,0.513,116.153,290053,3
Bole Chudiyan,neutral,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),1uzkWkIaWaxzHJgJ4Fy5rO,0.59,0.875,5,-5.294,1,0.171,1.18E-05,0.164,0.736,96.915,408133,4
"Hai Rama (From ""Rangeela"")",neutral,Rangeela (Original Motion Picture Soundtrack),0UzXcfSMfxm6O4LKjgUqAh,0.479,0.395,6,-11.017,1,0.0934,0,0.0943,0.466,84.637,407000,5
Jiya Jale,neutral,Dil Se,2UqqeCF3Ad4rjeXNGEEaQn,0.775,0.506,9,-12.64,1,0.119,8.97E-05,0.107,0.54,141.994,307573,4
Dil Se Re,neutral,Dil Se,2AJn5MQ03C3v0EN5ynGaKY,0.84,0.473,9,-15.038,1,0.0733,1.77E-05,0.0897,0.427,105.986,405293,4
"Ishq Bina (From ""Taal"")",neutral,Taal (Original Motion Picture Soundtrack),5JWpN1YtsTFVzv5cjTAvNr,0.657,0.357,7,-16.269,1,0.0606,3.05E-06,0.0621,0.507,87.961,460498,4
"Nahin Saamne Tu (From ""Taal"")",neutral,Taal (Original Motion Picture Soundtrack),0ZE5bNxkKHxmtGBMduynR9,0.456,0.247,7,-17.85,1,0.0332,0.000389,0.0724,0.0877,175.813,358946,4
Taal Se Taal - Western Version,neutral,Taal (Original Motion Picture Soundtrack),2LdsYkhSEEB6c801buHxlE,0.776,0.749,7,-11.648,1,0.0711,0.000546,0.288,0.487,95.014,149849,4
Ishq Bina Ishq Bina,neutral,Taal (Original Motion Picture Soundtrack),312bbX6JaU6xykDhPxo4pT,0.717,0.357,6,-15.507,1,0.0417,0.00342,0.593,0.12,99.982,488909,4
Mitwa,neutral,Lagaan (Original Motion Picture Soundtrack),4en5tvZ1hIvSGGoRPjIdJE,0.627,0.408,2,-7.793,1,0.0988,0,0.126,0.694,172.006,407800,4
O Rey Chhori,neutral,Lagaan (Original Motion Picture Soundtrack),1HIrOjfpGrONXgylYv9UTk,0.475,0.398,9,-10.785,1,0.0502,0,0.0913,0.347,87.518,359053,4
Chale Chalo,neutral,Lagaan (Original Motion Picture Soundtrack),0OJzFLposMXdRHIHiWq28a,0.756,0.41,6,-11.285,1,0.0874,0,0.1,0.519,95.011,400440,4
Ik Onkar,neutral,Rang De Basanti (Original Motion Picture Soundtrack),4Ko5KYEiZ0rrFiBJKmvMQc,0.399,0.218,2,-12.295,1,0.0384,0,0.108,0.15,85.863,88373,4
Khalbali,neutral,Rang De Basanti (Original Motion Picture Soundtrack),6sXzqMagXtWvSOI9nNc4UD,0.789,0.707,7,-7.973,1,0.109,0,0.177,0.605,97.015,379227,4
Paathshala - Be a Rebel,neutral,Rang De Basanti (Original Motion Picture Soundtrack),3kV6PBD2l4UY9Lgnir65PI,0.831,0.65,7,-9.584,1,0.0978,0.12,0.362,0.96,146.935,189253,4
Roobaroo,neutral,Rang De Basanti (Original Motion Picture Soundtrack),3vqJY3pVELLIxqXXyI08yr,0.675,0.582,9,-8.891,1,0.0277,5.56E-06,0.0854,0.538,120.991,282973,4
Barso Re,neutral,Guru (Original Motion Picture Soundtrack),32DWojMZeZebVrfBkhAkKy,0.879,0.487,0,-9.441,1,0.148,0.000284,0.0706,0.338,116.991,329600,4
Ringa Ringa,neutral,Slumdog Millionaire - Music From The Motion Picture,7xdgOUJ5vx0PBNW8p0lKTg,0.796,0.846,7,-6.444,1,0.0651,1.42E-06,0.0954,0.891,97.395,255467,4
Yeh Haseen Vadiyan Yeh Khula Aasman,neutral,Roja (Original Motion Picture Soundtrack),6NmGIj2leVHRKkHEGyechJ,0.64,0.295,5,-16.357,1,0.0397,2.05E-06,0.0804,0.107,121.903,320013,4
Bharat Humko Jaan Se Pyara Hai,neutral,Roja (Original Motion Picture Soundtrack),6H6BgDPTlfRpTQZNckbjlk,0.516,0.235,0,-13.215,1,0.0331,0,0.0654,0.337,84.152,191947,4
Agar Tum Saath Ho,neutral,Tamasha (Original Motion Picture Soundtrack),70W29IwaPMRo86tCan6tqI,0.558,0.521,3,-8.798,1,0.0333,0.000212,0.189,0.409,122.925,341185,4
Safarnama,neutral,Tamasha (Original Motion Picture Soundtrack),277JZ0pkX8gvlT50gkHEL0,0.543,0.503,9,-10.252,1,0.0287,0.000827,0.173,0.238,119.954,251533,4
Patakha Guddi (Female Version),neutral,Highway (Original Motion Picture Soundtrack),2IXR8yRE9w737GBCIODuCW,0.815,0.793,11,-5.069,1,0.0903,0,0.127,0.883,130.943,285206,4
Maahi Ve,neutral,Highway (Original Motion Picture Soundtrack),0FJXPH6KGfTbAgJ9GoK3Uc,0.596,0.729,5,-7.078,1,0.0674,9.85E-06,0.115,0.514,131.013,240928,4
Phir Se Ud Chala,neutral,Rockstar,5qqWqEPH4uIakYnMAVd3So,0.656,0.65,11,-8.62,1,0.0373,8.40E-05,0.351,0.466,119.955,270865,4
Katiya Karun,neutral,Rockstar,4iGplDCO4A6z734tkU9xRr,0.645,0.705,2,-8.342,1,0.072,5.25E-06,0.0564,0.92,176.04,240014,4
Sheher Mein,neutral,Rockstar,3V254RN5gzUwq3egiduDpa,0.781,0.648,11,-9.158,0,0.403,4.41E-06,0.0656,0.828,90.969,243750,4
Haawa Haawa,neutral,Rockstar,29q7EuBNaEvx4Y7PgbapZh,0.738,0.702,4,-7.107,0,0.044,9.94E-05,0.101,0.853,145.013,341892,4
Kehna Hi Kya - Bombay / Soundtrack Version,neutral,Bombay,5j5vCuBjS1sFWywWUnkJqV,0.693,0.268,9,-15.606,0,0.0774,0,0.0658,0.587,127.056,353893,4
Chanda Re Chanda Re,neutral,Sapnay (Original Motion Picture Soundtrack),607hpLhAvR8cWMieN1GjS0,0.615,0.288,1,-13.494,1,0.0367,0,0.236,0.439,90.976,357200,4
Muqabala Muqabala,neutral,Hum Se Hai Muqabala - Kadalan (Original Motion Picture Soundtrack),0iG83qZ0ftWr43VggRYkp3,0.87,0.563,0,-11.493,1,0.124,0.000232,0.0895,0.537,119.782,328893,4
Tum Ho,neutral,Rockstar,7uNnlVit5qDvfOje0pqICF,0.356,0.47,5,-8.929,1,0.0278,1.00E-05,0.0807,0.167,93.895,316500,4
Yeh Jo Des Hai Tera,neutral,Swades,65fbHxPPnRGPXaGN3PtpXd,0.64,0.357,1,-10.582,1,0.0321,1.37E-05,0.127,0.148,124.518,388107,4
Saathiya,neutral,Saathiya,78KKYDENYsw6jYfuEZsqJl,0.462,0.457,1,-15.251,0,0.106,0,0.334,0.535,175.94,357433,4
Radha,neutral,Student of the Year (Original Motion Picture Soundtrack),6f7zyAEUCZuvX4Zty62Z5o,0.804,0.748,1,-14.163,0,0.0616,0,0.0998,0.699,131.989,341360,4
Barso Re,neutral,Guru (Original Motion Picture Soundtrack),32DWojMZeZebVrfBkhAkKy,0.879,0.487,0,-9.441,1,0.148,0.000284,0.0706,0.338,116.991,329600,4
"Piya O Re Piya (From ""Tere Naal Love Ho Gaya"")",neutral,Atif Rocks,4fLK20j2ZZZ9mRkLBm664x,0.439,0.574,2,-6.394,1,0.0846,0,0.094,0.31,167.832,292747,4
"Pinga (From ""Bajirao Mastani"")",neutral,Bajirao Mastani (Original Motion Picture Soundtrack),40L4hEqXt6myCk6VcB9bDq,0.644,0.84,9,-3.753,1,0.172,0,0.246,0.818,95.11,255169,4
Saibo,neutral,Shor in the City (Original Motion Picture Soundtrack),6udC4b4jOSnHb9ItnXgKLR,0.619,0.429,2,-7.867,1,0.028,1.35E-05,0.136,0.545,90.058,195253,4
Bahara,neutral,I Hate Luv Storys (Original Motion Picture Soundtrack),1gwO79MdYdumgIjxq8eCxB,0.595,0.739,5,-6.733,1,0.0359,6.98E-06,0.134,0.722,87.834,325707,4
Song: Dola Re,neutral,"Devdas - An Adaptation Of Sarat Chandra Chattopadhyay's ""Devdas""",1UV1ej70vDBIdPUEJ40ZG1,0.65,0.912,4,-5.898,0,0.186,0,0.38,0.546,130.906,303387,4
"Mohe Rang Do Laal (From ""Bajirao Mastani"")",neutral,Bajirao Mastani (Original Motion Picture Soundtrack),6qKlMV1t8Dq2ndco8gR7KL,0.614,0.84,0,-3.291,1,0.0496,0,0.0531,0.497,131.76,231838,3
"Chupke Se (From ""Saathiya"")",neutral,Flavours Of Romance-Valentine's Day Vol. 1,1VtevJN3gUKF0S5cHEV7wM,0.739,0.35,5,-14.784,0,0.04,0,0.0683,0.456,103.988,364408,4
In Dino,neutral,Life In A Metro (Original Motion Picture Soundtrack),6YycppSAeGtSvwmu8qCcr2,0.41,0.633,0,-6.989,1,0.0378,0,0.116,0.344,101.461,397027,4
Alvida,neutral,Life In A Metro (Original Motion Picture Soundtrack),7EjatvVN2Y2GjpvKSyWJR4,0.287,0.655,2,-5.566,1,0.0372,7.51E-06,0.11,0.239,84.015,338587,4
O Meri Jaan,neutral,Life In A Metro (Original Motion Picture Soundtrack),6qMB7GsJd7L8sqEvQGWQl6,0.53,0.796,7,-6.548,1,0.0314,2.87E-05,0.157,0.547,150.009,305600,4
Falak Tak,neutral,Tashan,0IudGhdeJZwJ0Ps6ndtQDt,0.718,0.697,2,-6.474,0,0.135,1.53E-05,0.0563,0.62,143.907,356180,4
Koi Kahe Kehta Rahe,neutral,Dil Chahta Hai,5zKRKQwLVBT1WDJE7XJrnm,0.749,0.734,1,-7.058,1,0.0594,6.48E-06,0.108,0.652,131.975,346200,4
Mere Bina,neutral,Crook (Original Motion Picture Soundtrack),4rSmmC6OYmjVOYxr8ruVWN,0.511,0.767,2,-5.699,1,0.0524,0,0.153,0.463,79.923,289560,4
Tujhko Jo Paaya,neutral,Crook (Original Motion Picture Soundtrack),62kyw2ux2p0CZ7pKWtM6QO,0.598,0.236,9,-9.733,1,0.0363,0,0.109,0.413,149.839,184827,4
Tere Bina,neutral,Guru (Original Motion Picture Soundtrack),4FeczSomVWVyU4FW7xDeAI,0.744,0.7,2,-7.663,1,0.0375,0.000155,0.068,0.867,144.033,309640,4
Gal Mitthi Mitthi,neutral,Aisha (Original Motion Picture Soundtrack),4J9n7thOdqi8gxRGNyQoVC,0.906,0.699,0,-5.526,1,0.0462,0.0165,0.178,0.938,129.946,255907,4
Sajdaa,neutral,My Name Is Khan (Original Motion Picture Soundtrack),5upmbnXemLfPvs3d2eyHml,0.468,0.737,8,-7.274,1,0.0765,0.00272,0.0655,0.572,79.448,365707,4
Pyaar Ke Pal,neutral,Pal,6GWchpKWsKkwR6jcl0yG6V,0.599,0.135,4,-12.376,1,0.0308,2.43E-05,0.11,0.168,122.107,359373,3
"Chor Bazari (From ""Love Aaj Kal "")",neutral,Love Aaj Kal,6XE0MxTJdLWEePTCqAw5xr,0.824,0.757,11,-5.047,1,0.0743,0.000111,0.146,0.97,100.027,257440,4
Bahara,neutral,I Hate Luv Storys (Original Motion Picture Soundtrack),1gwO79MdYdumgIjxq8eCxB,0.595,0.739,5,-6.733,1,0.0359,6.98E-06,0.134,0.722,87.834,325707,4
Aao Milo Chalo,neutral,Jab We Met,6ocOeSjnWPcSTaSsi0zIdY,0.504,0.787,7,-5.948,0,0.0605,0,0.323,0.49,114.772,325934,4
Tum Mile,neutral,Tum Mile (Original Motion Picture Soundtrack),1EjxJHY9A6LMOlvyZdwDly,0.738,0.798,0,-6.663,1,0.0334,5.15E-06,0.31,0.793,123.01,343787,4
Dil Dhadakne Do,neutral,Zindagi Na Milegi Dobara,46elU7IBKWf55D5sjHGqO7,0.778,0.599,2,-4.758,1,0.032,0,0.59,0.949,116.951,230319,4
"Twist (From ""Love Aaj Kal"")",neutral,Love Aaj Kal,2W94YEMyahGhIrsjx35dVQ,0.721,0.944,7,-4.995,1,0.142,5.86E-05,0.0747,0.728,109.014,299440,4
Zara Sa,neutral,Jannat (Original Motion Picture Soundtrack),18YHbIhrleUkKKj2DvEp79,0.468,0.91,11,-3.057,0,0.051,0.000304,0.271,0.694,163.842,303680,4
"Aaj Kal Zindagi (From ""Wake Up Sid "")",neutral,Best of SEL,3uhMb1xevkSqoU8re2lVOQ,0.639,0.617,4,-8.897,1,0.0329,0.00558,0.099,0.405,134.95,254507,4
"Iktara (From ""Wake Up Sid"")",neutral,Perfect 10: Love Story,0qxTDueomxqHEUPwlD9y4S,0.622,0.516,7,-7.514,1,0.0259,0.000652,0.466,0.399,80.013,251773,4
Aye Khuda,neutral,Paathshaala,1vgVsR5rkXGP4NmUcoroJH,0.656,0.762,9,-6.328,1,0.0315,0,0.139,0.558,110.002,280497,4
Pal Pal Har Pal,neutral,Lage Raho Munna Bhai,6TMfIoPi0DdkxRxpARTnUv,0.639,0.233,4,-12.47,1,0.0345,0,0.151,0.607,136.772,273147,4
Chand Sifarish,neutral,Fanaa,5EYZZvmNAH5VZCwuzYJqoA,0.829,0.665,2,-8.128,1,0.0868,1.75E-05,0.123,0.861,122.043,275931,4
Balam Pichkari,neutral,Yeh Jawaani Hai Deewani,18e3XXYCv4Tx8uUl1mP3CN,0.732,0.944,0,-4.115,1,0.09,0,0.401,0.957,120.02,288903,4
Uff Teri Adaa,neutral,Karthik Calling Karthik,0og9wKFGgFFNQnrBe7eisG,0.647,0.792,2,-9.815,1,0.0373,5.82E-05,0.054,0.306,132.032,304089,4
Dhan Te Nan,neutral,Kaminey,2BOY77LvMTUOfLcnfFAJGl,0.766,0.809,4,-6.206,1,0.161,0.000166,0.0796,0.803,91.987,279934,4
Laung Da Lashkara,neutral,Patiala House,5pQODzb8j3xMQ1qvrQXJvo,0.841,0.74,9,-8.432,1,0.13,2.22E-06,0.128,0.626,109.033,304467,4
Senorita,neutral,Zindagi Na Milegi Dobara,3TAhWtQnpoL5Vl9VQPl9fU,0.701,0.681,9,-6.442,1,0.0466,0,0.064,0.81,122.539,229576,4
Subha Hone Na De,neutral,Desi Boyz,6WediUhXDfm8FR3wlM0r3G,0.727,0.9,8,-4.529,1,0.0452,0.0464,0.154,0.505,131.97,288696,4
The Breakup Song,neutral,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],5FihcmME7NlwW8KbYOaHVH,0.818,0.93,11,-2.982,1,0.247,0,0.658,0.831,113.988,252632,4
"Daaru Desi (From ""Cocktail"")",neutral,Cocktail,1R7ChEm1x3mGhDWXKnPSXn,0.703,0.786,8,-6.779,0,0.0483,0.000712,0.101,0.647,93.987,269590,4
Nashe Si Chadh Gayi,neutral,Best of Arijit Singh,2EKXTA9QxkW6XeQ2uEeIii,0.8,0.779,4,-5.515,0,0.0553,0,0.206,0.266,96.948,238289,4
Hookah Bar,neutral,Khiladi 786,4AoQVhME8Ko6LNm4lV2wwQ,0.73,0.656,11,-5.07,1,0.0294,0.00271,0.108,0.743,131.04,254351,4
Ainvayi Ainvayi,neutral,Band Baaja Baaraat,74AqVxZ3oXwJ8olHssBUG3,0.689,0.742,3,-7.571,0,0.0413,0.0046,0.0928,0.876,155.986,267624,4
Dum Dum,neutral,Band Baaja Baaraat,788Lp6lHrCrxJAZvS2l9YZ,0.748,0.812,0,-7.938,1,0.0471,0.00146,0.114,0.906,99.994,310988,4
Kala Chashma,neutral,Baar Baar Dekho (Original Motion Picture Soundtrack),5CSEaABQkS1hoLza0IpK2r,0.801,0.856,0,-4.233,1,0.065,6.62E-05,0.228,0.919,106.026,187006,4
Naach Meri Jaan,neutral,ABCD 2,0LYdvoom8Ri54PyYuLD2Dt,0.745,0.85,9,-5.47,0,0.0492,0.000165,0.196,0.663,128.038,244090,4
Tune Maari Entriyaan,neutral,Gunday,5kg1GacbhgQfLcbgOBRO9c,0.794,0.865,8,-5.333,1,0.215,1.38E-05,0.0468,0.779,126.658,313365,4
"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",neutral,Arijit Singh Broken Strings,1aIhAX6324JZmhNnGltwkK,0.559,0.541,10,-5.525,1,0.0313,4.66E-06,0.102,0.309,83.978,264806,4
Ve Maahi,neutral,Kesari,4t1DkxexoMbIHfSHS4Uiyr,0.65,0.551,0,-6.906,1,0.0274,0,0.219,0.294,102.934,223999,4
Soch Na Sake,neutral,Airlift,6mTvwBzWTGDOVeCNQEqtOE,0.505,0.667,9,-5.797,1,0.0323,0,0.213,0.516,151.728,281323,4
Khairiyat,neutral,Chhichhore,5O932cZmzOZGOGZz9RHx20,0.534,0.481,0,-9.016,0,0.0412,0,0.142,0.293,124.914,280282,4
"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",neutral,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",6aPMWbbdhDhiJHlknZb9Yx,0.265,0.58,9,-4.767,0,0.0491,0,0.243,0.345,172.121,370444,3
Mast Magan,neutral,2 States,3uL1IBFhg52VcQqOwAG01E,0.659,0.774,7,-7.014,1,0.0372,0.000333,0.185,0.883,82.995,280161,4
Zaalima,neutral,Raees,4fgJe7zBjVXvs8HxtE21Y9,0.486,0.898,9,-3.791,1,0.171,0,0.0886,0.648,88.335,299333,4
Teri Meri Kahaani,neutral,Gabbar Is Back,14eFqoEf1NBm7kh2jWc3TU,0.601,0.802,3,-6.537,0,0.0372,1.45E-06,0.314,0.345,109.989,331444,4
Aaj Se Teri,neutral,Padman,4ws4fIFJDtQAjNQ53KYVl2,0.708,0.567,9,-5.703,1,0.0338,1.01E-06,0.178,0.862,79.992,312240,4
Ae Watan (Male),neutral,Raazi,4wNLPh3T8dxrJwC32MzIUd,0.28,0.745,2,-4.523,1,0.0929,0,0.0933,0.186,80.687,223399,3
Enna Sona,neutral,OK Jaanu (Original Motion Picture Soundtrack),6bdpj89aYEBjhpsenXAsmO,0.717,0.416,7,-9.875,0,0.0303,1.43E-06,0.0976,0.381,100.026,213632,4
Qaafirana,neutral,Kedarnath,0xkGTPTijMU84dtHr3KQQi,0.417,0.433,4,-8.958,1,0.0415,0,0.123,0.207,169.92,341823,4
Tu Har Lamha,neutral,Khamoshiyan (Original Motion Picture Soundtrack),2EPOgSRhA90xWGVtNZwEv8,0.311,0.538,2,-4.551,0,0.0263,0,0.113,0.165,137.177,272869,4
"Baatein Ye Kabhi Na (From ""Khamoshiyan"") - Male",neutral,Musical Bond: Jeet Gannguli & Arijit Singh,6CV2iSJV2W6yAITDxSSes3,0.558,0.506,1,-6.761,0,0.0236,3.05E-06,0.0896,0.358,90.001,289013,4
First Class,neutral,Kalank,7s0qlp1ibUxVXLsOM0YWia,0.534,0.959,1,-3.67,0,0.361,0,0.354,0.751,187.576,276960,3
"Gerua (From ""Dilwale"")",neutral,"Gerua (From ""Dilwale"")",6V0cw3ZOtm5oQJrSv4QluQ,0.371,0.668,11,-7.269,0,0.0497,2.00E-06,0.294,0.403,87.458,345559,4
"Teri Khushboo (From ""Mr. X"") - Male",neutral,Musical Bond: Jeet Gannguli & Arijit Singh,7rPLG94ecZvSFSK2qisDzL,0.63,0.508,7,-7.294,0,0.0238,2.16E-06,0.107,0.421,109.891,342217,4
Tukur Tukur,neutral,Dilwale (Original Motion Picture Soundtrack),5swv4r5dYNHhsL54jGqmn8,0.8,0.921,1,-3.7,1,0.0846,1.82E-05,0.189,0.826,137.989,247458,4
